accommodationId,hostId,name,description,listingUrl,neighborhoodOverview,accommodates,location,bathrooms,bathroomsText,bedrooms,beds,instantBookable,reviewsPerMonth,latitude,longitude,propertyTypeId,roomTypeId,lastUpdated
24679151,186223826,Shandangan Cottage,"Twin room, beautiful views",https://www.airbnb.com/rooms/24679151,,2,Clare,,1 shared bath,1,2,true,,52.96577,-9.04006,19,4,2020-10-19
34034364,1181786,Breezy modern bedroom in Dublin centre Dock area,"Hi there!<br /><br />We are a multicultural couple, happy to host travelers to our home.<br /><br />We both lived over 10 years in Ireland and Dublin.<br /><br />Working in tech and wellness, we are happy to provide you with all the information you need to have a great time in Dublin.<br /><br />Enjoy a free yoga class for your stay. Please ask if interested.<br /><br />fáilte!<br /><br /><b>The space</b><br />You will have a comfortable and bright bedroom, with a king size bed. <br /><br />The bedroom has an en-suite bathroom with a shower, which is solely for your use.<br /><br />We provide you with fresh towels and bathroom products and you can use our hairdryer/ straightener.<br /><br />The drinking water quality is good, and we also have filtered water.<br /><br /><b>Guest access</b><br />The guests can access their en-suite bedroom and common space: Kitchen and living room.<br /><br /><b>Other things to note</b><br />We are no smokers and we like to cook. <br />We compost and rec",https://www.airbnb.com/rooms/34034364,Modern area<br />You will find nearby:<br />Great bakery<br />Convenience store/Supermarket<br />Restaurants<br />Pharmacy <br />Theatre<br />Gym,2,Dublin,,1 private bath,1,1,false,1.01,53.34347,-6.23812,19,4,2020-10-17
32041497,21700147,Elegant Modern Private Bedroom near Temple Bar ☘,"☘☘ ON THE ST PATRICKS DAY 2019 PARADE ROUTE ☘☘<br /><br />Newly refurbished designer apartment in the perfect location to explore Dublin!  A 3 minute walk to Christchurch Cathedral, 5 minutes to Temple Bar and 13 minutes to Grafton Street. 💪<br /><br /><b>The space</b><br />Amenities:<br />•50”/4K Samsung Smart TV with Samsung Soundbar.  Netflix, YouTube and Spotify apps installed.<br />•Sky TV (Cable TV).<br />•Chromecast.<br />•Philips Hues Smart Lighting.<br />•High speed Wi-Fi.<br />•Air Purifiers.<br />•Large workplace / desk area.<br />•Comfortable top of the range Parker Knoll three piece suite newly reupholstered in a luxurious black crushed velvet.<br />•Full bathroom - Jacuzzi bath with underwater lighting, electric shower, bath sheets, bath, hand and face towels. Complimentary shampoo, conditioner and shower gel.<br />•Fully equipped kitchen - Electric fan oven, electric induction hob, fridge, dishwasher, egg cooker, Rice cooker, Nespresso machine with complimentary coffee c",https://www.airbnb.com/rooms/32041497,"My favourite spots:<br />•O'Donoghues - Built in 1789 as a grocery store and serving pints since 1934. A traditional Irish pub with live music. The Dubliners, Christy Moore and Phil Lynott have spent many a memorable night entertaining Dublin's music lovers in this bar.<br />•Slattery’s (Capel St.) - Anthony Bourdain recommends the full Irish breakfast here. One of the few remaining ‘Early Houses’ which means you can legally enjoy a nice frosty Guinness from as early as 7:30am to accompany your brekkie.<br />•The Long Hall - Licensed since 1766, The Long Hall is one of Dublin’s oldest, most beautiful and best loved pubs, abundant in traditional charm and exuding genuine Victorian originality, and the interior dates from 1881. Irish rock legend Phil Lynott recorded here the video for his hit-song ‘Old Town’ in 1982. Rihanna and Bruce Springsteen are known to enjoy pints here when on tour. <br />•The Brazen Head - Officially Ireland's oldest pub, dating back to 1198. Past patrons include",2,Dublin,,1 shared bath,1,1,false,,53.34037,-6.27163,19,4,2020-10-21
14443993,88639345,Cosy 2 double bed apartment,"Cosy private self catering apartment with two double bedrooms with your own private shared bathroom, fully functional kitchen with your own private sitting room. 10 minute drive from Ennis in the heart of the Burren & only 1km from Corofin village. Other attractions such as Cliffs of Moher, Ailwee caves, Doolin caves, Aran islands and the beautiful rugged coastline of Co. Clare are within short driving distance. Safe secure parking on premises.<br /><br /><b>The space</b><br />Very spacious cosy apartment located in the heart of the Burren",https://www.airbnb.com/rooms/14443993,"Beautiful quiet neighbourhood with supermarkets, pubs and lakes near by.",4,Clare,,1 bath,2,2,false,2.52,52.93346,-9.05371,20,4,2020-10-20
6991430,12036741,"Superb Temple Bar, City Apartment2","Amazingly located apartment in the quiet quarter of  Temple Bar a few mins walk from Trinity College, Dublin Castle, City Hall, Grafton Street, St Patricks and Christchurch Cathedrals.",https://www.airbnb.com/rooms/6991430,Always something to do or see,4,Dublin,,1 bath,1,2,false,6.20,53.34425,-6.26964,20,4,2020-10-21
5103919,19054004,Fantastic Docklands Apartment,"Our home is in the heart of  Dublin's new docklands district. Some of the city's finest restaurants, cafes and theatres on our doorstep and just a ten minute stroll to city centre. Suitable for 4 adults or a family we have a full size bunk bed.<br /><br /><b>The space</b><br />Our home is a modern urban gem, solid oak floors throughout. A spacious ground floor duplex with own door to street, a safe quiet neighborhood that just has to be seen to be believed. 15 minute walk from Croke Park and Aviva stadiums,RDS event centre and convention centre across the river.<br /><br /><b>Guest access</b><br />Entrance hall with wc, full offset kitchen and large living/dining room. Upstairs has a large bathroom, master bedroom has ensuite with shower, 2nd bedroom also large has full size bunk beds.<br />Minimum booking of 3 nights.",https://www.airbnb.com/rooms/5103919,"We have some of Dublins best cafes and restaurants on our doorstep, there is also a modern Daniel Libeskind designed theater showing top international shows beside our place.",4,Dublin,,2.5 baths,2,3,false,0.05,53.34619,-6.23721,20,4,2020-10-21
33109599,112944951,"Top floor, 2 Bedroom Apartment in City Centre","****Amazing location*****<br />Traditional Irish home in the heart of the city, overlooking the spectacular Harp bridge",https://www.airbnb.com/rooms/33109599,10 minutes walk to Temple Bar and the parade area.,4,Dublin,,1 bath,2,2,true,,53.34577,-6.24377,20,4,2020-10-21
44070649,353388188,The Red Glen Lodge - The Burren,"This first floor newly renovated self catering Apartment is an ideal place to stay if you want to explore the Burren in Co. Clare. Its only a 10min drive to Gort and a 25min drive to Ennis. Located in a peaceful area of Tubber this property has beautiful views of the Burren. Ideal for two people or a couple. It has a bright, fresh interior, designed by a local designer. If you are looking for a peaceful place to stay, sometime out for yourself or a relaxing weekend, The Red Glen Lodge is for U!<br /><br /><b>The space</b><br />We are located in The Burren which is such a beautiful space.",https://www.airbnb.com/rooms/44070649,,2,Clare,,1.5 baths,1,1,false,4.64,53.00737,-8.91242,20,4,2020-10-20
36540397,509300,Beautiful eco studio in town center,"Small but beautiful, studio house with solid oak flooring, mezzanine, backyard and eco-friendly heating and hot water system. Designed by a sustainability designer, our place is rustic but modern with natural lime plaster walls and a minimalist style. The studio runs on 100% renewable energy sources, with a solid wood burning stove heating the house. Located right in the heart of Ennistymon town, we are within walking distance of shops, bars and cafes and just 5 mins drive to the coast.<br /><br /><b>The space</b><br />Despite being right in town, our studio is a zen-inspired space with calm lighting and wooden floors. We do not have a TV or microwave and the house is designed with simple but beautiful touches. We ask that guests take off shoes at the door to keep the space clean and cosy.",https://www.airbnb.com/rooms/36540397,"We are right across the road from Unglerts traditional bakery and a minutes walk from Little Fox Cafe, a gorgeous foodie spot open for breakfast, lunch (and dinner on the weekends). There are many bars and other restaurants in the area, a creperie and two large supermarkets for doing groceries. All within walking distance of the studio. There is free on-street car parking out the front and a carpark across the road, also free to use. There is a lovely river bank for picnics right across the road.",3,Clare,,1 bath,,2,false,0.58,52.93901,-9.29325,20,4,2020-10-21
32887311,123745971,SHORT WALK TO CITY CENTRE-GRAND CANAL DOCK 2BR-2BA,"**** PLEASE CROSS CHECK THE AVAILABILITY OF THE APARTMENT BEFORE SENDING THE BOOKING REQUESTS*****<br /><br />Its a perfect location for business travellers located in Grand Canal Dock with easy access to the City Centre.<br /><br /><b>The space</b><br />Positioned close to all major corporate offices in the Grand Canal Dock and is only a short walk to the IFSC, the new Convention Centre, the 3 Arena concert venue and the Grand Canal Theatre. This centrally located apartment boasts a great selection of fashionable restaurants, bars and shops all within walking distance.<br /><br />It has direct access to the north side of the city via the Samuel Beckett bridge. It is well serviced by rail, bus, air link [to the airport] and water taxis. This is an ideal corporate base. Underground parking (at an extra cost), 24 hour CCTV coverage and aims to offer residents maximum convenience and comfort.<br /><br />Amenities:<br />PERSONAL MEET & GREET<br />24 HOUR BACKUP SERVICE<br />INTERNET ACCESS",https://www.airbnb.com/rooms/32887311,"Set less than 1 km from The Convention Centre Dublin, it is situated in Dublin City Centre of Dublin. The EPIC The Irish Emigration Museum is within a 14-minute walk of the apartment.",4,Dublin,,2 baths,2,2,false,,53.34476,-6.23418,20,4,2020-10-17
20583510,19716153,*New* Temple Bar Modern Retreat in the Old City,"Newly refurbished apartment in the quietest spot of Temple Bar, located in Dublin city centre: Arts, music, shops, restaurants and bars are right at your doorstep. Direct bus from/to airport just 1-minute walking distance. You will be staying in a quiet yet vibrant lane, within a few minutes walk to the best attractions of the old city. The perfect place for couples, small families or business travellers, where up to 4 people can sleep comfortably.<br /><br /><b>The space</b><br />This bright and modern apartment has everything you need for an enjoyable stay. Newly refurbished open-plan with kitchen, living area, and dining area integrated, it has the perfect space to relax in and appreciate you travelling companion. The kitchen area is fully-equipped with all appliances and cutlery you will need for a short or long stay. There is one bedroom with double bed, and a large sofa-bed in the living area. Fresh soft linen and towels are provided. The apartment comfortably accommodates 4 peop",https://www.airbnb.com/rooms/20583510,"Staying in my apartment you will be in a quiet yet vibrant street of Temple Bar, within a short walking distance to Dublin’s main attractions: a 5-minute walk to Dublin Castle, Christchurch Cathedral, Dublinia, City Hall, Olympia Theatre and The Smock Alley Theatre. It is also only a 15-minute walk to Dublin’s best shops on Grafton Street, Trinity College and the Book of Kells, the unique St. Stephen’s Green Park, the City Center or to Saint Patrick’s Cathedral. In less than 8 minutes, you can get the Luas tram on Jervis Street and easily reach out to IFSC, 3 Arena, or Smithfield Square and Jameson Distillery.",4,Dublin,,1 bath,1,1,false,0.29,53.34468,-6.26947,20,4,2020-10-22
37293917,86155255,Cloudbreak - Seafront Townhouse on Lahinch Prom,"Unobstructed sea/beach view. Property is located on the promenade along Lahinch beach.  Ideally located for both the beach and main street of Lahinch. There is a balcony on the first floor and the main living area is also located on this floor. The single bedroom is on the ground floor, while the double and twin en-suite rooms are located on the top floor. There is private parking for one car located in the attached yard.<br /><br /><b>The space</b><br />There is a large main living area which has great views of the bay.<br /><br /><b>Guest access</b><br />You will be renting and have access to the entire house.",https://www.airbnb.com/rooms/37293917,"There are a large number of places to eat just a short walk from the house. The beach is the main attraction in Lahinch, weather it is for walking, swimming, surfing or building sand castles. There are two 18 hole golf courses in the town also, which hosted the Irish Open in 2019.",5,Clare,,3 baths,3,4,true,,52.93323,-9.34764,20,4,2020-10-21
27739022,16809870,Apartment in D02 very close to Trinity College,"Very central position, comfortable place",https://www.airbnb.com/rooms/27739022,,2,Dublin,,1 bath,1,1,true,0.12,53.34552,-6.25578,20,4,2020-10-21
28240824,39776728,Penthouse D4 apartment,Spacious 3 bed duplex apartment located 2 km from Grafton Street. Walking distance to the dart. 10/15 mins to Sandymount village. 1.7km to the convention centre (20 mins walk). Close to google/Aviva. 0.4 km to the Air B and B office (9 mins).<br /><br />3 bedrooms available. 1 double with ensuite and downstairs there is 1 double and 1 single bed. 5 guests max,https://www.airbnb.com/rooms/28240824,The duplex apt is located a 30 min walk from Grafton Street (2km). Close to the lovely village of Sandymount. It is also close to the IFSC and approx 1.7km to the convention centre.,5,Dublin,,2 baths,3,3,true,2.38,53.34109,-6.23292,20,4,2020-10-24
17700516,4765628,Private Double/Family room with en-suite,"Situated in West Clare on the Wild Atlantic Way. 5 minutes from Miltown Malbay (host to the famous Willie Clancy Week) Situated near Lahinch and right across the bay from the Cliffs of Moher... quiet and peaceful area surrounded by beautiful countryside. Comfortable, king size bed, and ensuite bathroom, + 2 single beds.<br />Ideal place to rest and chill out. You can hear the ocean and song of the birds from the comfort of the bedroom.<br /><br /><b>The space</b><br />We are surrounded by nature and the ocean can be seen across the meadows. As long as you don't mind the sound of rain against the roof on occasion you will certainly get a good nights sleep.<br /><br /><b>Guest access</b><br />Tea and coffee<br />Hot water<br />Towels<br />internet",https://www.airbnb.com/rooms/17700516,We are situated between Miltown Malbay and Lahinch. Two popular destinations of the Wild Atlantic Way. Also surrounded by beautiful beaches and the rugged Clare coastline. <br />The area is rich in music and tradition. During the day there is a lot of walks in the area and at night the bars and restaurants offer good food and lots of live music.,4,Clare,,1 shared bath,1,3,true,2.19,52.87876,-9.41436,20,4,2020-10-21
40018460,30134839,"Chic, modern and quiet space in heart of Dublin","Chic, modern and quiet space in the heart of Dublin City centre.<br /><br />Large double bedroom with private bathroom in the heart of Grand Canal Dock (Silicon Docks).<br /><br />House has been beautifully renovated in 2018.<br /><br />There are a number of quality restaurant and bar options in the immediate vicinity, with the house around the corner from the Bord Gais Theatre. Major sporting and concert venues within walking distance.<br /><br /><b>The space</b><br />House features:<br /><br />- Newly installed, fully-equipped kitchen<br />- Newly renovated double bedroom<br />- New bed, mattress, bedding and spacious wardrobes<br />- Ultra high-speed internet<br />- TV in bedroom with full TV package (including Sky Sports, Sky Movies, Sky Entertainment)<br />- Spacious private courtyard<br />- Sole use of private bathroom<br />- Towels provided",https://www.airbnb.com/rooms/40018460,- In the centre of  Dublin’s trendy Grand Canal Dock.<br />- 5 min walk to the Grand Canal.<br />- 10 min walk to Grafton Street area.<br />- 10 min walk to O’Connell Street area (the Spire!).<br />- 15 min walk to Aviva Sports Stadium.<br />- 15 min walk to the 3 Arena for concerts.<br />- Directly opposite the Bord Gais Energy Theatre.<br />- 5 min walk to DART train stations for day trips out of  Dublin.<br />- 20 min journey to Dublin Airport (serviced by multiple bus routes).<br /><br />- Surrounded by quality restaurants/ brunch spots and lively bars!,2,Dublin,,1.5 baths,1,,true,0.27,53.34403,-6.24169,20,4,2020-10-24
27559327,162755265,Townhouse,"The flat is situated in a quiet area, within easy walking distance are St. Stephens Green, Grafton Street, Aviva Stadium, Bord Gais Theatre, The Olympia Theatre, The National Art Gallery, National Museum of Ireland, The National Concert Hall, Trinity College, Government Buildings and many other tourist attractions. With free Wi-Fi, free limited overnight parking mid week and free limited parking at the weekend, complementary free tea and coffee.",https://www.airbnb.com/rooms/27559327,,2,Dublin,,1 private bath,1,1,true,0.12,53.33502,-6.24804,20,4,2020-10-17
34461635,260143506,Double bedroom in newly refurbished apartement,"Nice and quiet double bedroom in a newly refurbished apartment, 5 min walk to three arena, 20 min walk to city centre, plenty of public transport.",https://www.airbnb.com/rooms/34461635,,2,Dublin,,1 shared bath,1,1,false,0.17,53.34299,-6.22543,20,4,2020-10-22
34854129,85155850,4 Bedroom house available for Irish Golf Open,"Our house is part of a small, quiet estate at the edge of the town of Lahinch. Most of the other houses are holiday homes. The living areas (kitchen and dining room, utility and sitting room) are on the ground floor with 1 double bedroom. There is a shower and toilet next to the bedroom so it can be used as an ensuite. Upstairs are 3 bedrooms - 1 kingsize bed and ensuite, 1 double bed, 1 double bed with a set of bunk beds. There is also a toilet.",https://www.airbnb.com/rooms/34854129,"Golf and Surfing are among the main attractions in Lahinch. The beach has 2 kms. of fine golden sand with the championship links course is almost two-thirds surrounded by the beach and sea. <br />Its second golf course is also a fine 18 hole coastal course. Lahinch Golf Club and Golf Courses are World renowned and often described as the ‘Saint Andrews of Ireland' <br />The picturesque village of Liscannor and the renowned Cliffs of Moher are a short drive from our house. <br />The Burren landscape and the Aran Islands are all reachable by car as is the music capital of Clare - the village of Doolin. <br /><br />After exploring Lahinch during the day, there is plenty of exploration to be done at night, with some excellent pubs in the area providing some really good music.",8,Clare,,2 baths,4,5,true,,52.9248,-9.34366,20,4,2020-10-21
7546933,37795580,Clean Cozy room in safe area,"In the centre of the ""Silicon Valley"" of Europe, the apartment has two rooms and two bathrooms (one room and one bathroom is available for guests), with a short walk to all tourist sites and bars/restaurants. Your room is bright, clean, and quiet, with a double sized bed. High speed wifi and all amenities included.<br /><br /><b>The space</b><br />The cozy apartment has a feeling of home. You'll have a private room to yourself, and the other room is occupied by a working couple. Please note the bed is double-sized and the room is smaller than the picture looks (taken with a wide angle lens), so it's better suited for a single person or a couple. The room also contains some owner's belongings, though we keep them with minimum disturbance to your stay. The living room area can occasionally be a bit messy, but we are just a working couple not a professional hotel ;)<br /><br /><b>Guest access</b><br />Guest bedroom, main bathroom (shared), kitchen, living room, wifi, balcony. Additionally",https://www.airbnb.com/rooms/7546933,"Located in the ""Silicon Valley"" of Europe, this place is perfect for a professional on a short business trip, or a female traveller seeking safety and convenience.",2,Dublin,,1 shared bath,1,1,true,0.60,53.33854,-6.23623,20,4,2020-10-22
33341098,25155470,Dooneen Apartment Miltown Malbay,Dooneen Apartment is a 2 Bedroom Self Catering  First Floor Apartment with Stunning Atlantic Sea Views. It is ideally located  a three minute walk from the Traditional Irish Music Town of Miltown Malbay and 5 minute drive from the beautiful beaches of  Spanish Point and the White Strand.,https://www.airbnb.com/rooms/33341098,"Miltown Malbay is a beautiful town conveniently situated in the mid west coast of Co. Clare. Tourist Attractions such as  the Loop Head Peninsula, the Burren National Park, the Cliffs of Moher,  Doolin,  Lahinch,  Kilkee are all within a 30 minute drive of the apartment. Miltown Malbay is famous for its traditional Irish Music as well as it's beautiful beaches - Spanish Point and the White Strand.",4,Clare,,1 bath,2,3,false,0.12,52.84993,-9.39274,20,4,2020-10-21
8928575,46687074,"4 Bed, 15 minutes from Trinity","Nestled in the shadow of the Aviva Stadium, this three-story house is a dream for a group staying in Dublin. 5 minutes walk from the RDS (Web Summit) and 15 minutes from Trinity College, the location can't be beaten. Spacious, comfortable and secure.",https://www.airbnb.com/rooms/8928575,,8,Dublin,,2 baths,4,4,false,,53.33459,-6.23247,20,4,2020-10-22
30528455,123745971,MODERN & LUXURIOUS 2BR-2BA APT IN SOUTH DOCK,"**** PLEASE CROSS CHECK THE AVAILABILITY OF THE APARTMENT BEFORE SENDING THE BOOKING REQUESTS*****<br /><br />This luxurious apartment is made for leisure. The apartment offers the very best in style, comfort and location. Located on Ringsend Road, it is a short walk from DART and bus links to Dublin city centre. This beautifully decorated modern apartment and makes an excellent base for a business or leisure travellers.<br /><br /><b>The space</b><br />This two bedroom apartment has two bathrooms, separate sitting room and kitchen. A great choice when travelling with friends or family or if you just prefer more space! Choose spacious, superior leisure and corporate apartment fully fitted and equipped kitchens Stylish, contemporary fixtures and fittings Flexibility, comfort and value.<br /><br />Features: Personal meet and greet, 24 hour back up service, Welcome pack, Internet access, Lifts, Two Bathrooms, Weekly maid service available, TV, CD and Stereo, Direct dial telephone, Parking",https://www.airbnb.com/rooms/30528455,"Located on Ringsend Road, it is a short walk from DART and bus links to Dublin city centre. This beautifully decorated modern apartment and makes an excellent base for a business or leisure travellers.",4,Dublin,,2 baths,2,2,false,,53.34118,-6.23528,20,4,2020-10-22
25241682,53860138,Bright & Cosy 2Bed close to Guinness Storehouse,"This lovely bright apartment is located just a 2 minute walk from the Guinness Storehouse! There are brilliant restaurants and cafes all within walking distance too. The apartment comprises of 2 double bedrooms, a bathroom, open plan living, dining and kitchen space and a balcony. You will benefit from a fully-equipped kitchen and essential amenities. <br /><br />This is the perfect place for couples, friends or business guests.<br /><br /><b>The space</b><br />Building:<br />Modern apartment complex<br /><br />Amenities:<br />Professionally cleaned<br />Hotel-quality high thread-count bed linen and towels<br />24/7 check-in<br />Fully-equipped kitchen<br />Balcony<br /><br />Living room:<br />Cosy living room <br />Smart TV<br />Comfy sofas <br />Dining table<br /><br />Kitchen:<br />Fully-equipped<br />Oven<br />Hob<br />Fridge<br />Microwave<br />Washing machine <br /><br />Bedrooms:<br />2 double bedrooms with storage space and comfy beds<br /><br />Bathroom: <br />Bright bathroom ",https://www.airbnb.com/rooms/25241682,"You will be staying South of the river Liffey in the city centre, close to most attractions by foot, and with easy access to public transport. You’ll find yourself walking distance from Christchurch Cathedral, a magnificent structure and one of Dublin’s top tourist attractions. Dublin Castle, St Patrick's Cathedral and The Guinness Storehouse are also closeby landmarks worth visiting! <br /><br />Once you’ve had your fill of historic wonders, you may wish to take a walk up Francis Street. Francis street is full to the brim of antique shops and bric a brac, for anyone who likes to discover old Irish hidden gems. At the other end of Francis Street you will arrive at a very trendy part of town, and should stop by to visit the Green Door Market to purchase fresh produce and delectable artisanal food. Nearby is the Fumbally Stables and Cafe, a local haunt for coffee lovers, sourdough bread bakers and farm-to-table enthusiasts. The Stables also hosts interesting courses, talks and yoga class",4,Dublin,,1 bath,2,2,false,0.72,53.33691,-6.26959,20,4,2020-10-17
31581573,27472241,Luxury city centre large apartment in dublin 2,"High level finished apartment located in the heart of the city centre. <br />There is a double bedroom with lighted closet and terrace,  large living room, fully equipped kitchen. <br />The apartment is surrounded by some of the best bars and restaurants in the city. It is located 10 minutes walking distance from all of the main attractions of the city including Grafton Street, Trinity College and Saint Stephen Green. It is a 10 minute drive/taxi from Grand Canal Dock and main tech companies.<br /><br /><b>Other things to note</b><br />The TV in the living room has Netflix activated only.",https://www.airbnb.com/rooms/31581573,,4,Dublin,,1 bath,1,2,false,2.68,53.33915,-6.26963,21,4,2020-10-17
36698105,275830114,SPACIOUS COSY DOUBLE ROOM WITH EN SUITE IN DOOLIN,"LOCATION: OUR HOUSE LIES ON A HILLTOP LOCATION WITH BEAUTIFUL SEA VIEWS SITUATED 1.5 KM FROM THE VILLAGE OF DOOLIN. LISDOONVARNA IS LOCATED 3.5 KM, WITH THE BURREN AND CLIFFS OF MOHER ONLY MINUTES AWAY. THE PERFECT STOP FOR ANYONE TRAVELING “THE WILD ATLANTIC WAY”<br /><br /><b>The space</b><br />A SPACIOUS BEDROOM WITH PRIVATE EN-SUITE. WIFI COVERAGE IS EXCELLENT. FRESH TOWELS ARE SUPPLIED DAILY. TEA AND COFFEE MAKING FACILITIES ARE AVAILABLE WITH ACCOMPANYING LIGHT SNACKS.<br /><br /><b>Guest access</b><br />GUESTS HAVE PRIVATE FRONT DOOR ACCESS. PARKING IS SITUATED IMMEDIATELY OUTSIDE THE ENTRANCE.",https://www.airbnb.com/rooms/36698105,NO BETTER PLACE TO STAY. DOOLIN IS SURROUNDED BY MAGNIFICENT SCENERY AND CULTURE. LOCATED ON THE OUTSKIRTS OF THE BURREN AND A 15 MINUTE FERRY TRIP TO THE ARAN ISLANDS THE VILLAGE IS ALSO FAMED FOR ITS TRADITIONAL MUSIC WITH NIGHTLY SESSIONS IN ALL THE PUBS,2,Clare,,1 private bath,1,1,true,1.90,53.02542,-9.34998,21,4,2020-10-21
22074333,152451192,GLASHA MEADOWS 4 **** BED & BREAKFAST  DOOLIN.,"Spacious Ground Floor bedrooms<br />Flat Screen TV, tea & coffee making facilities<br />All Rooms - Ensuite bathroom + Hairdryer<br />Rooms with two and three double beds available<br />Free WiFi and Television in all rooms<br />Free car parking is available on site to guests<br />Each morning a varied breakfast menu is offered<br />Doolin is right on the Wild Atlantic Way tourist trail<br /><br /><b>Other things to note</b><br />ADDRESS :<br />GLASHA MEADOW DOOLIN CO. CLARE <br />EIRCODE: V95A9KW",https://www.airbnb.com/rooms/22074333,,2,Clare,,1 private bath,1,2,true,0.20,53.03465,-9.36267,21,4,2020-10-22
26835154,121047299,Perfect Location City Centre Apartment,"Bright, cosy two bedroom apartment in the heart of the city centre. The location could not be bettered for visiting Dublin's museums, pubs, restaurants, theatres and cafes. Fully equipped kitchen, big living room with a sofa-bed, television and reliable wifi. <br /><br />The building has also a private garden that can be used by our guests.",https://www.airbnb.com/rooms/26835154,,6,Dublin,,1 bath,2,3,true,0.15,53.34227,-6.24756,21,4,2020-10-17
26330796,8807449,"3-bed Townhouse near city centre, buses/tram line","3-bedroom townhouse with 2 double beds & 2 single beds. Extra fold up beds available on request for guests in larger groups.<br /><br /><b>The space</b><br />The location of this town house is absolutely ideal for visiting Dublin. It is on the south edge of the city centre beside the grand canal and close to some of the best bars and restaurants in the city. It is about 15 minutes walk from St Stephens green and Grafton street area and 25 minutes walk from temple bar. <br />When you don't fancy walking there are buses that pass and you're 5 mins walk to the tram.<br /> <br />Please be aware that as this is a townhouse in the city centre the kitchen/living area is compact enough, however it is perfect for cooking light meals and chilling out.<br /><br />The house is over 4 floors and please be aware that is some stairs to get to upstairs bedrooms on 2nd and 3rd floor, however if anyone in your group has mobility issues there is an en suite bedroom on the ground floor and the first floor",https://www.airbnb.com/rooms/26330796,,8,Dublin,,2 baths,3,4,true,2.59,53.33108,-6.2652,21,4,2020-10-22
34338272,201062653,Lahinch Warm Home With Magnificent Views,"Comfortable house with marvellous views and lots of space. When you're here you'll feel at home in a chilled atmosphere and quiet ambience. Kick your feet up and enjoy the glow of the wood burning stove in spacious surrounds. Also a 50"" Smart TV, WiFi, great selection of board games for kids, adults.<br /> <br />House is located in a great area<br />-10 mins walk to the beach, town and Lahinch Golf Club home of 2019 Irish Open<br />-15 mins drive to the Cliffs of Moher. <br />-Parking is free and can fit total of 3 cars<br /><br /><b>The space</b><br />Ideal for families this 1,600 sq foot house can fit anywhere from 1 to 10 people (couples in kings etc). <br /><br />Bedrooms:<br />Downstairs Master bedroom:<br />Has a king sized bed with an en-suite bathroom and large wardrobe space.  <br /><br />Upstairs bedroom 1: This is a large bedroom with 1 king sized bed. It is the largest independent bedroom upstairs and has a good view of the ocean, town and golf course.<br /><br />Upstairs b",https://www.airbnb.com/rooms/34338272,-Lahinch has a reputation for lively pubs and good food.<br />-Lahinch has mile long beach ideal for surfers and walkers.,10,Clare,,2.5 baths,4,7,true,0.51,52.93115,-9.33802,21,4,2020-10-22
30555175,123745971,CITY CENTRE-HANOVER DOCK-STYLISH 2BR-2BA APT!!,"**** PLEASE CROSS CHECK THE AVAILABILITY OF THE APARTMENT BEFORE SENDING THE BOOKING REQUESTS*****<br /><br />Stylish, modern, luxurious 2 bedroom apartment in a central and vibrant location, sporting beautiful views of Grand Canal Dock and the Bord Gais Energy Theatre.<br /><br /><b>The space</b><br />No expense has been spared in the finishing of this apartment, which features double bedrooms; hardwood floors in the living room, designer furniture and original artwork throughout. Accommodation consists of an entrance hall, a professional kitchen, a generous living room, 2 double bedrooms with fitted wardrobes, 2 bathrooms, a utility room with washer dryer and a spacious wrap around balcony on the 3rd floor. Parking options available.<br /><br />A short walk from the city; the property also benefits from weekday on-site maintenance, evening security, video intercom. Local amenities include Barrow Street Medical Centre, Sportsco Gym and Sports Centre, The Picturesque Village of Ballsbr",https://www.airbnb.com/rooms/30555175,"A short walk from the city; the property also benefits from weekday on-site maintenance, evening security, video intercom. Local amenities include Barrow Street Medical Centre, Sportsco Gym and Sports Centre, The Picturesque Village of Ballsbridge, Tesco, Spar and Donnybrook Fair Supermarkets.",4,Dublin,,2 baths,2,2,false,,53.3442,-6.2375,21,4,2020-10-22
29073101,219072162,Spacious double room in the heart of Dublin,"Lovely Double Room in the heart of Dublin for 2 guests with shared Bathroom & Kitchen.<br />Centrally located in an easily accessible area between the beautiful Merrion Square and Grand Canal Dock, this double bedroom has everything you need. Peace & quiet at night and a great location only 20mins walking from the city centre.<br /><br /><b>Guest access</b><br />Bathroom and Kitchen are shared spaces.",https://www.airbnb.com/rooms/29073101,"The house is located in a very quite street between the Merrion Square Park and Grand Canal Dock. Close to the Google HQ, Facebook HQ and Grand Canal Dock Area there is plenty to explore. Great Brunch Places, Cafes and Restaurants can be found right across the street or in the close surroundings. The city centre is only a nice 15-20min walk or 10min bus ride with the bus station located only 1 min from the house.",2,Dublin,,1 shared bath,1,1,false,0.04,53.33856,-6.24306,21,4,2020-10-22
33990450,208252367,Slaveen,"Slaveen is a beautiful 3 bedroom house located 1km away from the bustling Main street and famous beach of Lahinch. This holiday home has the perfect location whether you want a quiet get away, or to take in all Lahinch has to offer.<br /><br /><br /><br /><br /><br />The ground floor has an open fire in the living room, and a kitchen and dining room which lead onto a large conservatory and private back garden. There is a separate laundry room with washer and dryer. There is one double room ensuite on the ground floor.",https://www.airbnb.com/rooms/33990450,,8,Clare,,3 baths,4,4,false,0.12,52.92664,-9.33539,21,4,2020-10-22
