AccommodationId,ReviewDate,ReviewId,ReviewerName,Comments
8005634,2019-08-15,181,181236451,Tamas,"B was extremely helpful and hospitable. The location is excellent (close to the Spire), the room was basic but comfortable and clean."
8005634,2019-08-19,182,74476585,Yann,"Accueil très chaleureux et emplacement idéal pour profiter de la ville et visiter, le tout à pied."
8005634,2019-08-23,183,172850901,Gloria,It was great to stay at B’s house. Everything was perfect and his mum is lovely 
8005634,2019-08-25,184,280115990,Jim,Great location for City Centre and reasonably priced. The host is very helpful and amenities take hospitality to another level.
8005634,2019-08-27,185,232335603,Gafner,The room was very nice and clean. Only 15 minutes walk to temple bar and the centre.
8005634,2019-08-31,186,82745503,Susan,"The hosts were very kind and communication was excellent. From the description, I thought it was on O’Connell St but it is actually on Marlborough St.  Not a fancy BnB but the location is good for the bus coming from the airport and the HoHo buses."
8005634,2019-09-05,187,290500177,Justine,"Petit logement très proche du centre, on peut facilement y aller à pied !B. est un hôte gentil et très accueillant ! On est chez lui comme à la maison !"
8005634,2019-09-08,188,281001925,Laura,"Camas muy cómodas. La habitación super limpia y amplia. No tuvimos el placer de conocer a Bart porque estuvimos la mayoría del tiempo fuera del apartamento pero nos recibió su madre y nos lo explicó todo muy bien y fue muy amable. Ubicación muy buena, cerca de la estación de bus y del centro. Recomendado!"
8005634,2019-09-10,189,268995397,Erik,The location is great! Right in the middle of everything. The room is very clean and has everything you need. The host is very helpful and will give you tips on where to go. I would definitely stay here again.
8005634,2019-09-13,190,47028055,Jessica,Thank you!
8005634,2019-09-17,191,248047557,Ariel,"Welcoming and friendly host, comfortable and clean room, great location"
8005634,2019-09-25,192,155784821,Eileen,"Two beds in a nice little room w/ tv. Hosts were so nice omg, it was like staying with family. Location was alright, had to free now/Uber to places."
8005634,2019-10-13,193,28315079,Silvia Noemi,"B y su madre son anfitriones muy afectuosos, gracias por todo!"
8005634,2019-10-17,194,259401606,Ana Laura,"El departamento de B es ideal . Esta muy bien ubicado, es cómodo, limpio y seguro. Contamos con 1 cama y un  sofá-cama súper grande y TV cob Netflix. No utilizamos la cocina pero están a nuestra disposición. Para resaltar la amabilidad y la buena onda de B. Fue un gusto conocerlo. Sin duda volveríamos a alojarnos allí."
8005634,2019-10-22,195,15191571,Sophie,My friend and I had a nice time at this centrally located flat.
8005634,2019-11-11,196,136431890,Agustina,"Gran anfitrión, súper predispuesto y amable. Excelente comunicación, excelente ubicación . Totalmente recomendable 100%"
8005634,2019-12-07,197,76768113,Salvatore,Good place to stay in Dublin! Very nearby every point of interest of the city! B. has been very clear in communications and his place is enjoyable! Cleanness was also good! I definitely suggest this place and I probably look for that in the future
8005634,2020-01-05,198,318523600,Sara,"Nice place, very clean and very friendly host"
8005634,2020-01-16,199,306481100,Takuro,This was a great host. He is very nice and his room was pretty good.
8005634,2020-01-18,200,25990516,Marta,"Habitación situada en el centro de la ciudad, a 5 min de Temple bar. Bart fue super amable y nos facilitó la llegada a altas horas de la noche. Muchísimas gracias por todo!"
8005634,2020-01-19,201,56120603,Caitlyn,"Bart was such a sweet and accommodating host! He took his lunch break at work to let us check in early, which made our day in Dublin run so smoothly. He was very welcoming and offered advice on where to go. Thank you again Bart for such a great stay, will definitely book again the next time I’m in Dublin!"
8005634,2020-01-23,202,178949019,Leanne,"Thanks you so much for welcoming us into your home. We absolutely loved our stay in Dublin. Bart was a fantastic host and his place is in a perfect position to explore. If we come back to Dublin, which I definitely will, I would use Bart and his home again if he would have us"
8005634,2020-01-26,203,74485949,Sarah,B's place is in the heart of Dublin and an excellent location. We spent the weekend at a course in Dublin and B's place was exactly what we needed.
8005634,2020-02-04,204,137621127,Ruzha,"This is a great place to stay. Great location, surprisingly quiet, a very nice and knowledgeable host, clean, comfy, lovely. Will definitely book again."
8005634,2020-02-08,205,325559724,Eilish,"Thoroughly recommend B,s place fab host"
8005634,2020-02-14,206,68566572,Jason,"Bart's AirBnB was perfect for our trip, and it was exactly what we needed. Right in the center of town, we were easily able to walk anywhere we wanted to go. Bart was super friendly and hospitable, and we had a great time chatting and making friends with him. We really can't thank you enough, Bart!"
8005634,2020-02-20,207,177102493,Mathilde,Chez Bart vous vous sentirez comme à la maisonUn super accueil en plein coeur de Dublin et vous vous reveillerez au son des mouettes et des goélands
8005634,2020-02-25,208,17561437,Scott,Awesome location! We walked everywhere. Great choices for breakfast and pubs within a block.
8005634,2020-03-04,209,96503216,Marion,"Emplacement idéal, accès facile aéroport et centre de Dublin à proximité immédiate. Bart est un hôte très sympathique et réactif. La résidence est très sécurisée, en retrait de la rue, au calme. La chambre est spacieuse et lumineuse. La salle de bain et la cuisine fonctionnelles."
8005634,2020-03-08,210,154780896,Andreas,"Eine ganz gute Adresse, wenn man nur eine Unterkunft zur Übernachtung sucht. Die Lage ist echt gut (10Min Fußweg ins Temple Bar). Check-In und Out verliefen reibungslos ohne Probleme. Das Schlafsofa ist allerdings recht unbequem! Was man zusätzlich bedenken sollte ist, dass es sich hierbei nur um ein Zimmer handelt -> In der Wohnung selbst lebt noch die Mutter des Vermieters, welche aber sehr sehr freundlich war!"
8005634,2020-03-16,211,88117636,Colm,"Great room,  great location.  Would definitely recommend!"
44112747,2020-07-22,212,182281931,Colm,An absolutely gorgeous house and extremely well kept! We thoroughly enjoyed our stay here and would be back again in a heartbeat!
44112747,2020-07-26,213,271339596,Maria,"If I could give this more than 5 stars I would, the house is gorgeous and spacious with all en-suite bathrooms and a lovely living area and decking out the back, it is in perfect location for going to the Aran islands, doolin lahinch etc all the hot spots, the house was even nicer than expected and than fromThe pictures, anyone considering booking a house around this area I would 100% percent off recommend staying here!!!"
44112747,2020-07-28,214,356195613,Ronan,A lovely place which is very clean and tidy.
44112747,2020-07-31,215,227442944,Marieke,"Great place to stay, lovely host, brilliant find!"
44112747,2020-08-03,216,355019056,Fiona,Beautiful house in a great location
44112747,2020-08-07,217,87991217,Katie,Great location right next to Lisdonvarna town and 15 minutes from the Cliffs! Had a lovely stay and asked for nothing. Thanks Mol!
44112747,2020-08-18,218,89326841,Caitriona,Gorgeous house in a great spot. We really enjoyed our time here.
44112747,2020-08-20,219,66182883,Jennifer,Mol's place was a perfect base to explore Clare. It had everything you could need. It was really nice that every room had its own ensuite and shower so there was never a wait for a shower. Lisdonvarna is a short walk away. We would recommend.
44112747,2020-08-22,220,348828880,Joan,"Mom’s house is a stylish, excellently equipped home. Each of the three  double bedrooms has an en-suite and the Overall feel is luxurious and spacious."
44112747,2020-08-25,221,356129561,Ben,Great host and a lovely home. Would highly recommend!
10380625,2016-02-01,222,6125899,Lara,"We had a fantastic stay at Aoife's, and everything went very smoothly from beginning to end. Aoife was there to greet us and show us the room which is nice and cozy, and very clean. The room is equipped with a wardrobe which is great to store your things and put away your suitcases (as the room isn't big it's very practical). Aoife thought of leaving a couple of maps of the city and other useful indications which was nice. The wifi works perfectly. The place is also perfectly located. You can reach Grafton St in like 10min walk. And despite the fact it is right in the city centre it is really quiet.We would definitely try to stay there on our next visit to Dublin !"
10380625,2016-02-08,223,25988958,Viviana,Great hosts!The room's a little small but the location is very good
10380625,2016-02-09,224,25988958,Viviana,"Aoife and her boyfriend are nice and friendly; the location is very good (10-15 minutes walking to Temple Bar). The room is small, with a queen-size bed, we were two and we felt a little squeezed, but you have everything you need (hair drier, towels); you can't use the kitchen but you can make tea and coffee  in the room. "
10380625,2016-02-14,225,56849815,Anthony,"Un accueil très chaleureux, Aoife et Ross ont été aux petits soins pour nous accueillir (plateau avec boissons, chambre minutieusement préparée avec tout le confort, et PROPRE. Un logement très calme malgré la proximité avec Temple Bar! A recommander!"
10380625,2016-02-21,226,39011650,Ida Amalie Bodh,"My boyfriend and I stayed at Aoife's for three nights. When we arrived both Aiofe and her boyfriend were at home and we felt immediately welcome. The apartment was really beautiful as was the room we got to stay in. The apartment is located in walking distance to the city center in a very quiet neighborhood. We didn't se much of Aiofe and her boyfriend the three days we stayed at their apartment, but on the first morning they had prepared homemade bread for us which tasted wonderful. All in all we were really happy to stay at Aiofe's. The only thing we have againt the room we stayed in is that the bed wasn't long enough for my boyfriend who is 1.85 cm high."
10380625,2016-02-27,227,56359377,Tom,"Ma petite amie et moi avons beaucoup aimé ce petit séjour de trois nuits chez Aoife. Les propriétaires sont très sympas et à notre disposition en cas de nécessité. La chambre est très agréable et correspond parfaitement aux photos du site. La salle de bain est propre. Le quartier est calme bien qu'il soit bien situé (près de tous les sites incontournables de Dublin). Bouilloire, machine à café, fruits, serviettes de bains, shampoing, gel douche, sèche cheveux... sont à disposition, chose très appréciable. Je vous recommande vivement cet airb&b."
10380625,2016-03-03,228,33089378,Antonia,"Beautiful flat, really really kind and helpful hosts and an adorable city to visit. Everything is as shown in the pictures. The location was perfect- everything easy to reach by foot. If I ever visit Dublin again I'd love to stay at this place again. "
10380625,2016-03-05,229,15245196,Megan,"Aoife and Ross were very kind and welcoming to us. We were up early and out late, but they were available when we needed them. They even worked it out for us to be there right after another guest. The place felt a little further out than we were thinking, but still only a 15-20 minute walk to most places in the city centre - just felt long when we were tired. Overall, it was a great place to crash while exploring Dublin! "
10380625,2016-03-13,230,41934736,Pavla,"The place was just awesome! Great location, ideal if you want to explore the city centre. Even though it is in the centre you don't feel like that when you enter the little street where the place is located."
10380625,2016-03-18,231,28961253,Kim,"aoife and her boyfriend are very nice. when we arrived , all we needed was ready and lay on the bed ( towels , shower gel, shampoo, flyers with things to do and to see in Dublin). I recommend this room to everyone who want to spend a pleasant stay in Dublin. we did not need to take the bus to go somewhere. the apartment is close to all.  it was very nice to spend time with aoife and her boyfriend and get to know them. "
10380625,2016-03-20,232,23956197,Katrina,"Aoife was a wonderful host! So kind and helpful, even made us bread one morning. The room was exactly what I expected and more. Great stay and location."
10380625,2016-03-25,233,59008823,Armand,"La chambre est vraiment proche de la cathédrale Saint Patrick (et du centre ville) et correspond parfaitement au photo de la présentation. On y a bien dormis avec ma femme suite aux longue marche dans la ville. La salle de bain est bien entretenu, baignoire, wc, rien à redire de se coté la. Aoife et son compagnon on était des hôtes accueillants et discrets et nous souvent absent en rentrant tard. Ce fut un très bon sejour et je recommande vivement cette adresse ou j’espère retourner un jour."
10380625,2016-03-27,234,56073059,Anika,"Aoife and Ross were very accommodating to us, especially with our changing travel plans and delays! Aoife was very consistent with communicating quickly and we really appreciated that! Their place was very nice and clean and in a great location for walking to all the tourist spots in Dublin!Thanks Aoife and Ross, Mickey and I really enjoyed our last few nights of holiday staying with you in Dublin!"
44112747,2020-08-30,235,294470468,Sara,"The house was lovely, big rooms with an en suite in each one. It was spotless and had everything you need. The location is perfect for the Cliffs of Moher, Lahinch and also has bars and restaurants nearby. Thank you Mol, we will definitely be back :)"
44072174,2020-07-25,236,36122444,Anton,Sea symphony is a beautiful house with stunning views from all windows. It's much bigger than it looks and was perfect for our large group holidaying together. Eric was very helpful and provided a hassle free check in as well as local knowledge. He even brought us some wild Girolles to sample. Thanks to Eric and Sylvie for a memorable stay in Murrisk everything was perfect!!
10380625,2016-03-30,237,52779546,Erin,"Aoife and Ross were lovely! So thoughtful and kind. Unfortunately I didn't get to see much of them because I was busy out exploring the city with their wonderful suggestions. Their place was cute and charming, in a perfect location and they were very welcoming. I highly recommend for anyone looking to visit Dublin!! "
10380625,2016-04-02,238,60725857,Rabea,Thank you for a wonderful stay in Dublin! We spent three nights in this great located cosy room. Everything was as we expected. The place is close to so many tourist spots. Aoife and Ross had a lot of inside tips and were so kind and helpful in every case - thanks for the hot Lemon Tea! We really enjoyed the time!
10380625,2016-04-11,239,61980294,Laura,"Warm people they are! They made my first airbnb experience a great one!The house is very good located, and super nice!I would totally recommend them as hosts!"
10380625,2016-04-17,240,4510225,Kevin,"Aoife was a great host and the room was nice, but small which is expected when so close to the center of the city. Good location, a quick walk to see almost all major sights.  I would definitely recommend them to anyone travelling to Dublin."
10380625,2016-04-20,241,61236567,Sabine,"This was my first Airbnb experience and thanks to Aoife it was a very good one. She was very kind, welcoming and helpful and took care that everything was to my entire satisfaction. Thank you, Aoife, for a very comfortable and pleasant stay. Furthermore, the room/apartment is cosy and very good located with a quick walk to all places in city center. I would definitely recommend it!"
10380625,2016-04-25,242,25030174,Karen,"We had a lovely stay at Aoife's place while in Dublin. Great recommendations, friendly, and super convenient location. Very grateful we found her! :)"
10380625,2016-05-03,243,38438824,Josselin,"We liked that the appartment was very close to the city center and we did everything by walking, which was nice. It's very well located but still very calm ! The appartment is very clean, well decorated, really cute. The room is quite small but as expected for a city center room... We'll recommend this place, we had a great stay. "
10380625,2016-05-22,244,60299881,Heather,"Great location! Nice clean room and bathroom. Great to use the hop on hop off bus right near the apartment. We had a nice stay, thank you!"
10380625,2016-05-27,245,67626093,Ella,We had a lovely stay in Dublin! Aoife made the check in process very easy and gave us everything we needed for our stay. Location of the flat is very convenient for all the big city center attractions. Thanks for everything! 
10380625,2016-05-31,246,62978683,Mari,"Han sido unos días fantásticos en Dublin. La buena ubicación de la casa, su limpieza y la gran simpatía de sus anfitriones han contribuido a que esto fuese así. Gracias por todo, esperamos volver."
10380625,2016-06-05,247,71666230,Petra,Popis nabidky byl přesný. Ubytování bylo velmi blízko od centra mesta.
10380625,2016-06-11,248,75699302,Alfonso,I was welcomed on arrival. Overall excellent accommodation. I would stay again should I be in that area
10380625,2016-06-19,249,4876365,Jose,"Aoife and Ross were great hosts, they have a beautiful apartment,  clean, very nice decorated and in a perfect location, communication with them was just perfect and they were always willing to help us with anything we need it. I will definitely contact them next time I'm in Dublin to stay here again  "
10380625,2016-06-27,250,11942434,Steffi,"Der Aufenthalt war super, alles hat reibungslos geklappt. Die Beiden waren während unseres Aufenthalts gar nicht zu Hause, die Schlüsselübergabe lief aber vorher ohne Probleme mit einem Freund von uns. Das Zimmer war wie beschrieben und sehr gemütlich. Alles war sauber, und Handtücher gab es auch.Auf jeden Fall zu empfehlen!!"
10380625,2016-07-09,251,57006946,Anika,Great place to be while your in Dublin. We really much appreciated the recommandations of her to make our stay as perfect as it was. 
10380625,2016-07-17,252,57282289,Alejandra,"Excelente alojamiento, todo era tal como el anuncio lo indicaba. El departamento esta cerca de varios puntos turísticos y hay paradas de autobús e incluso el hop on-hop off súper cerca. Aoife fue muy amable y de hecho pude hacer el check-in más temprano lo cual fue de gran ayuda después de un viaje tan largo. El cuarto es excelente para una buena noche de descanso, ya que aunque esta cerca de puntos turísticos la calle es realmente tranquila y no hay ruido por las noches. Definitivamente lo recomiendo!"
10380625,2016-07-26,253,77532838,Marc,"Great location, Aoifie was great to deal with and helped us plan the rest of our trip throughout Ireland.Very close to everything popular downtown Dublin and within walking distance."
10380625,2016-07-31,254,17589330,Gaia,"Camera come nelle foto..piccola ma perfetta per girare Dublino data la sua posizione centrale. Anche se abbiamo avuto poche occasioni per parlare con Aoife e Ross dati i nostri orari differenti, sono stati disponibili e ci hanno dato consigli utili sulla città."
10380625,2016-08-06,255,79780041,Robin,"Very nice trip in Dublin, very friendly hosts, It was a pleasure to meet you two !I warmly recommend this Airbnb !Robin"
10380625,2016-08-14,256,7269014,Simone,"We arrived a bit later than planned, so we didnt meet the host. However, Aoife left the keys for us, so we could check in anyway. The room is small, but fine, clean and it had clean towels and even shampoo! The room is better suitable for a couple than for friends, as the bed is quite small. The location is great, just outside touristic Dublin, close to an authentic pub (nothing like Temple Bar or so) and a 5-10 minute walk to a lot of great restaurants and touristic hotspots. We would definetly recommend this AirBnB if you are planning to go out and explore the city most of the time."
10380625,2016-08-17,257,55704256,Emily,"Nice place to stay for a few days. Room was clean and accurately described. Great hosts, very helpful with suggestions and very responsive to questions! "
10380625,2016-08-21,258,21571798,Katherine,"Aoife was able to accomodate our early arrival which was very appreciated! The room was very clean and she was able to give us an introduction to the area. It was a very central location and we were able to walk everywhere while we were in Dublin. Very comfortable, quiet, and private stay. Thanks again! "
10380625,2016-08-23,259,85205443,Carley,"Staying with Aoife and Ross was wonderful. They provided everything as expected, and they live extremely close to major sites in Dublin. The high level of security for their building and comfortable living spaces make you feel safe and welcome, and the hosts really made it feel like home. "
10380625,2016-09-06,260,15923269,Christopher,"Stayed here for 3 nights with my girlfriend. The room was a little on the small side, but comfortable, clean and quiet. We're very happy we found Aoife's place. It was super convenient to everything. We walked everywhere. We would definitely recommend staying here if you are going to be out sightseeing all day. "
10380625,2016-10-08,261,24224922,Sarah,Aoife's place was perfect.  It was very easy to access everything in Dublin.  The location is very secure as well.  Her space is clean and very homey.  She was great with communication and helping us feel very welcomed in Dublin. 
10380625,2016-10-11,262,64934961,Lieke,"We had a nice stay here in Dublin. Location was great and it was really quiet. The bed was pretty small, so be aware of that when you book it."
10380625,2016-10-15,263,17417018,Miriam,"Ich hatte einen guten Aufenthalt bei Aoife. Die Wohnung liegt super zentral. Das Zimmer ist nicht groß, aber für 1,2,3 Nächte zum Erkunden der Stadt völlig  ausreichend. Aoife habe ich nur bei der Ankunft gesehen, sie hat mir alles gezeigt, sonst haben wir per SMS kommuniziert. Für einen kurzen Citytrip kann ich die Unterkunft für 1-2 Personen empfehlen.  "
10380625,2016-10-17,264,26007078,Amanda,Aoife was easy to work with and the property was accurately described 
10380625,2016-10-23,265,15881745,Clara,"The location is perfect, you can walk everywhere. Quiet zone next to a great area full of restaurants, live music and monuments like Saint Patricks cathedral. Also there is a bus close to the apartment that brings you directly to the Airport. Aoife is a really nice host and is always ready to give you all kind of information. We found the room enough comfortable for a weekend trip and everything was really clean.We will absolutely recommend it for a short trip in Dublin!"
10380625,2016-10-28,266,511941,Bandele,"Aoife’s place has what’s needed to stay away from home and it is very clean.  The room has a very comfortable double bed, cupboard and hangers for clothes, Iron and Ironing board, Multi Plug to power four things at the same time and a wall heater. And there is the kettle, cup and tea as well.  Loved the window you can open to get in fresh air.  Wi-Fi is strong all the time.Temple Bar is roughly a maximum 10 minute walk away and the Cathedral is just round the corner.  The financial district is a brisk 30 minute walk or 20 minutes by bus.  Good place to be near Dublin Old City but not in it.  I’ll surely stay again if Aoife’s place comes up in my search of a place to stay in Dublin."
10380625,2016-10-31,267,1507877,Loes,We had a nice welcome even though we arrived late in the evening.It's was a good stay and perfect location to visit Dublin.
10380625,2016-11-06,268,35679388,Marco,"Aoife' s room is in a perfect position, it's very quite, clean and comfortable. Highly recommended!"
10380625,2016-11-13,269,37978296,Abhay,"The location is perfect,  easy to access everything in Dublin. The location is very secure . The room is clean and comfortable.Aoife and Ross are very helpful and are great with communication and giving tips about Dublin.There is a bus stop  close to the apartment  from where you get direct buses to and from  the airport .We would definitely recommend staying here!!"
10380625,2016-11-16,270,61701941,Yujin,"I really loved the view from the window:) In the morning i woke up by chirping sounds of birds which was enjoyable too. Felt safe in the area. There is a bar right next to it. Pretty good place to grab a drink before going back to the room. Bed was comfortable, teas were good, and restroom also nice. Everything is in walking distance. Room and bathroom are well organized, clean. Nothing to complain about. Strongly recommend!"
10380625,2016-11-26,271,594546,Magda,"Aoife and Ross are very friendly and caring, indeed the perfect hosts. They gave us a warm welcome along with lots of tips  and suggestions. The room is  cosy, warm with a very comfy bed and a very clean bathroom. The location of the house cannot be better for someone who wants to explore the center of Dublin. Highly recommended place to stay !"
10380625,2016-11-29,272,103015325,Giorgia,"Really cute bedroom and very quiet . Great location, perfect for whoever wants to discover Dublin by foot!"
10380625,2016-12-18,273,46066445,Eloisa,Aoife was a great host! She was very kind to us and the room is exactly as advertised. The location is perfect. Nice area and everything is within walking distance. We would definitely stay here again! Thanks Aoife! 
10380625,2016-12-30,274,104831787,Jean-Carlos,I didn't spend too much time in the room (simply slept in it for two nights) but the room and bathroom were very clean and exactly as described.  The location is great and it is in a very secure location (requires multiple keys to get into).  The hosts were very helpful especially when my wife and I were rather late in checking in due to figuring out the public transit in the area.  Although the room is a bit small its great for having a nice place to sleep in the heart of the city. Couldn't be happier.  Thanks again guys.
10380625,2017-01-06,275,57183325,Stephanie,"Aoife and Ross were very nice and communicative before and during our stay.  We also were provided a french press, coffee, and two sets of clean towels during the week we were there. However, there were a few things that made this stay less than optimal, particularly as we were two guests.  The room itself is quite small, as is the bed.  The hot water isn't available at all times (I'm guessing a common occurrence in the city), but this made for some interesting mornings as four people were all trying to shower or use the bathroom.  However, I would recommend this for one person to stay; the location is great, a close walk to downtown, and the place itself is very secure.  "
10380625,2017-01-30,276,11935337,Mark,Aoife was very helpful and considerate . Highly recommend her lovely place which was so central and convenient . 
10380625,2017-02-03,277,11935337,Mark,Great host and perfect location.Would highly recommend Aoife's place
10380625,2017-03-13,278,65639840,Miina,Aoife's place was in a very good location. Everything was within a walking distance and the area was quiet and safe. The bedroom was tidy and clean. Great hosts!
10380625,2017-03-18,279,79996945,Murielle,"Très bien situé, dans un quartier calme. Chambre impeccable. Le sourire et la gentillesse d'Aoife sont un plus ! Un super séjour de la St Patrick ! À refaire avec plus de temps ! "
10380625,2017-03-19,280,25728721,Olga,"Aoife is very nice. The room is perfect and clean. The situation is great, just 10 mins from the center in a quite naighborhood. "
10380625,2017-03-24,281,18755932,Philipp,"Der Aufenthalt bei Aoife war perfekt! Ihr Apartment liegt nur wenige Gehminuten von der Innenstadt Dublins entfernt. Falls man doch mit dem Bus fahren möchte, fahren einige Buslinien nur 2 Minuten von der Wohnung entfernt ab. Aoifes Unterkunft war sehr sauber, sehr ruhig und gemütlich. Wir fühlten uns bei ihr sehr wohl und würden sehr gerne wieder kommen. Die Gastgeberin ist sehr zuvorkommend und gab uns einige Tips für unseren Aufenthalt. Danke Aoife!"
10380625,2017-03-27,282,101624858,Lena,"Great location, clean and nicely arranged room, easy and  fast communication before the stay. Would come back. "
10380625,2017-04-01,283,18976226,Patrizia,"Aoife was a lovely host who gave us many tips about Dublin, especially for brunches in the neighbourhood! The house is lovely, clean and well located. The bedroom and the bed  are quite small so it is a very good solution if you just need a place to sleep and ideally if you are travelling alone. All in all it was a good experience!"
10380625,2017-04-10,284,118872939,Anna,"Aofi's house is very well located, just a few minutes walking to the city center. She has a cozy house, clean and tidy. She has always been kind with us and helpful. I would recomend staying at her house. Thanks Aofi for everything,  Anna"
10380625,2017-04-12,285,21330662,Rory,A really comfortable stay in a lovely apartment. Amazing value for money.
10380625,2017-04-16,286,21450725,Molly,"This is a lovely apartment in a charming section of Dublin, great base for exploring the entire city yet quiet and safe. Aoife made us feel really welcome and helped us plan our two days in the city!"
10380625,2017-04-23,287,54963719,Irene,"Aoife es encantadora y su casa muy acogedora. La habitación es como se muestra en las fotos, muy limpia y cómoda. El vecindario es silencioso y tranquilo. Hay paradas de autobús cerca, aunque te puedes mover a pie. Aoife nos aconsejó lugares para ver y sitios donde comer y se preocupó por nuestra hora de llegada para tenerlo todo preparado y recibirnos en su casa. Muy recomendable. "
10380625,2017-04-27,288,26684605,Laurent,Aoife was a Great host. She waiting for us while our plane was in late. His apartment is very clean And nice. He is very well located And dublin is a very nice And interesting city. I recommand Aoife's appartement so much.
10380625,2017-05-03,289,54235342,Spencer,"Aoife was very communicative and accommodating despite being away during the bank holiday in which we were staying. We got some good advice on food and attractions to check out. The apartment is nicely decorated and in a secure, safe area. We enjoyed walking back from Temple bar at the end of the evening to the peace and quiet (silent, actually, aside from occasional use of plumbing from other residents) for some good sleep. There is a view of St. Patrick's cathedral from the compound and just down the block there is John Fallon's pub for a pint of Guinness Extra Stout. The bedroom is quite small, but perfect for us to crash at the end of a long day. We really enjoyed our stay and would recommend the place to any friend."
10380625,2017-05-08,290,17584346,Antoine,"Aoife is a really nice host, she was really convenient to help us to feel great in Dublin. Her place is quiete, really clean and 15 min walk from the city center. It was perfect for a short stay in Dublin."
10380625,2017-05-12,291,69233747,Travis,Aoife was a host for our stay in Dublin. Perfect stay for people on vacation looking for ideas on what to do. Tons of great suggestions on things to do in the area. 
10380625,2017-05-14,292,39139828,Adam,"Lovely place, great location and Aoife was an ideal host. She was more than happy to give out advice and recommendations but also allowed us our own space. "
10380625,2017-05-26,293,3663208,Melissa,We loved our stay here so much! 
10380625,2017-05-29,294,20395009,Ilona,"Aoife is a very good host. Great in communication, ready to help with advice, considerate. She gave very detailed explanation how to find her place and made our task easy. The place is located in a little street with its own character, and the flat is very cosy and quiet. It is conveniently close to the city centre and to the main tourist attraction, and the walk to the centre is along nice streets. We definitely recommend Aoife's place. "
10380625,2017-06-05,295,58093827,Shane,Aoife was a lovely host she told us about things to do in the area the neighbourhood was good and close to the city Centre and all amenities.The room was a little smaller than expected for the price we paid but the location was great and it allowed us to take advantage of the local nightlife and to access sightseeing tours.
10380625,2017-06-11,296,5144397,Diane-Laure,Excellent séjour chez elle. Appartement bien situé pour visiter Dublin Appartement au calme mais pas loin de Temple bar ^^Nous recommandons vivement 
10380625,2017-06-15,297,7914873,Natalie,"Aoife was not only friendly and sweet, but her apartment was lovely. I had such a nice time staying here. It was very clean and she provided anything you could need. I loved the location as well, as I could walk to Camden Row, Temple Bar or hop on a bus as needed. I'd absolutely stay again. "
10380625,2017-06-24,298,68151966,Amanda,"Aoife was an excellent host. While o didn't get to meet her, she was very easy to communicate with and very accommodating. She had wonderful food suggestions as well. Her place was cozy and clean and within walking distance of several attractions. If you aren't much for waking around the city, there are loads of buses within a five to ten minute walk as well. I would recommend her place to a friend. "
10380625,2017-06-27,299,124888456,Kristina,"Great location, friendly host :) Would definitely stay there again when in Dublin!"
10380625,2017-07-16,300,136097354,Anne,"Aoife's lovely, clean, well situated apartment in the old town of Dublin, close to visitor's must see attractions was wonderful. Aoife is there to help you when needed as well as giving you privacy and space.  Neighbourhood is safe with local pubs, cafes and convenience stores for all your needs. A must place to stay when visiting Dublin."
10380625,2017-07-28,301,118201580,Megan,"Aoife was an absolutely wonderful host. She offered great suggestions and was very easy to communicate with. Her place was very nice, beat, and clean and in a great location. I would defiantly recommend Aoife's place for a great stay in Dublin! "
10380625,2017-08-01,302,29578504,Laura,"Nous avons passé un excellent séjour chez Aoife. Elle s'est montrée disponible pour nous. Son appartement est idéalement placé, tout en restant calme.Nous y reviendrions sans hésiter."
10380625,2017-08-06,303,50065451,Daniela,"Siamo stati benissimo!! Aoife è un'ottima padrona di casa, precisa è disponibile. La casa è molto vicina al centro ed è possibile raggiungere a piedi le principali attrazioni. Consigliata!!"
10380625,2017-08-12,304,138592046,Julie,"Aoife was an excellent hostess.  She made sure that everything you might need was on hand, from shampoo to a kettle with coffee or tea.   The room was bright, clean and nicely furnished.   The location was very central, yet quite at night.  I would recommend it to family and friends."
10380625,2017-08-15,305,142087367,Spencer,Great location and great host!
10380625,2017-08-23,306,69802198,Casandra,Very lovely home and the location is just perfect! We would really recommend Aoife's Airbnb
10380625,2017-08-27,307,5107481,Marie,"Our stay at Aoife's place was great. The flat is really well located, in a quiet place, and close to all the main touristic areas of the city. Aoife was really nice and took time to give us recommandations for places to shop, eat etc... She was also accommodating for our luggage on the last day, as we had a late flight."
44072174,2020-07-31,308,52925736,Noel John,The location of the house is excellent - very close to Westport town and all its amenties.  The scenery is breathtaking - at the front you are looking at The Reek and the back the Atlantic in all its splendour.  Its equally beautiful on a sunny day as a typical grey west of Ireland day!  We asked for an early check-in and the owner Eric was more than happy to accommodate us which was fantastic. The grass was cut to perfection also. The house itself is huge - and has a fine back garden again with fabulous views of Clew Bay. WiFi as you would expect is unreliable but that’s ok as this is a place to truly disconnect and relax. I asked about a TV in advance of booking as we have small kids plus we also like to unwind at night with a movie - in fairness the owner kindly sourced a small TV but it was located in the kitchen so wasn’t used much. I think the place would benefit from a TV in the lounge area especially for Winter breaks! Would I recommend Sea Symphony to friends and family - absolutely.  It’s huge by the way so is ideal for a large family gathering or a reunion with friends etc. I would 100% recommend the location too - it’s a great place to unwind and recharge.
44072174,2020-08-03,309,241528321,Oonagh,H
